Indicator,Group,State,Subgroup,Time Period Label,Time Period End Date,Value
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,May 14 - May 19,05/19/2020,41.8
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,May 14 - May 19,05/19/2020,40.3
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,May 14 - May 19,05/19/2020,31.5
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,May 14 - May 19,05/19/2020,38.6
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,May 14 - May 19,05/19/2020,40.9
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,May 14 - May 19,05/19/2020,42.5
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,May 14 - May 19,05/19/2020,34.7
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,May 14 - May 19,05/19/2020,33.5
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,May 14 - May 19,05/19/2020,43.5
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,May 14 - May 19,05/19/2020,44.2
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,May 14 - May 19,05/19/2020,37.6
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,May 14 - May 19,05/19/2020,36.6
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,May 14 - May 19,05/19/2020,42.9
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,May 14 - May 19,05/19/2020,39.3
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,May 14 - May 19,05/19/2020,49.5
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,May 14 - May 19,05/19/2020,41.9
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,May 14 - May 19,05/19/2020,40.8
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,May 14 - May 19,05/19/2020,41.7
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,May 14 - May 19,05/19/2020,37.2
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,May 14 - May 19,05/19/2020,41.1
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,May 14 - May 19,05/19/2020,40
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,May 14 - May 19,05/19/2020,45.9
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,May 14 - May 19,05/19/2020,43.8
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,May 14 - May 19,05/19/2020,37.9
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,May 14 - May 19,05/19/2020,42.5
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,May 14 - May 19,05/19/2020,47
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,May 14 - May 19,05/19/2020,43.6
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,May 14 - May 19,05/19/2020,42.7
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,May 14 - May 19,05/19/2020,38.4
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,May 14 - May 19,05/19/2020,34.2
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,May 14 - May 19,05/19/2020,42
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,May 14 - May 19,05/19/2020,33.5
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,May 14 - May 19,05/19/2020,48.7
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,May 14 - May 19,05/19/2020,37.5
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,May 14 - May 19,05/19/2020,38.9
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,May 14 - May 19,05/19/2020,39.2
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,May 14 - May 19,05/19/2020,36.9
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,May 14 - May 19,05/19/2020,41.1
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,May 14 - May 19,05/19/2020,37.9
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,May 14 - May 19,05/19/2020,34.8
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,May 14 - May 19,05/19/2020,49.9
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,May 14 - May 19,05/19/2020,40.3
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,May 14 - May 19,05/19/2020,43.7
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,May 14 - May 19,05/19/2020,31.2
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,May 14 - May 19,05/19/2020,39.2
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,May 14 - May 19,05/19/2020,46.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,May 14 - May 19,05/19/2020,30
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,May 14 - May 19,05/19/2020,31.9
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,May 14 - May 19,05/19/2020,34.7
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,May 14 - May 19,05/19/2020,36
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,May 14 - May 19,05/19/2020,33.2
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,May 14 - May 19,05/19/2020,30.1
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,May 14 - May 19,05/19/2020,31.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,May 14 - May 19,05/19/2020,32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,May 14 - May 19,05/19/2020,36
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,May 14 - May 19,05/19/2020,36.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,May 14 - May 19,05/19/2020,30.2
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,May 14 - May 19,05/19/2020,33.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,May 14 - May 19,05/19/2020,32.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,May 14 - May 19,05/19/2020,36.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,May 14 - May 19,05/19/2020,28.7
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,May 14 - May 19,05/19/2020,25.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,May 14 - May 19,05/19/2020,30
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,May 14 - May 19,05/19/2020,32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,May 14 - May 19,05/19/2020,30.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,May 14 - May 19,05/19/2020,28.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,May 14 - May 19,05/19/2020,32.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,May 14 - May 19,05/19/2020,32.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,May 14 - May 19,05/19/2020,26
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,May 14 - May 19,05/19/2020,30.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,May 14 - May 19,05/19/2020,32.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,May 14 - May 19,05/19/2020,38.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,May 14 - May 19,05/19/2020,44.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,May 14 - May 19,05/19/2020,34.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,May 14 - May 19,05/19/2020,32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,May 14 - May 19,05/19/2020,36.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,May 14 - May 19,05/19/2020,28.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,May 14 - May 19,05/19/2020,39.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,May 14 - May 19,05/19/2020,35.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,May 14 - May 19,05/19/2020,36.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,May 14 - May 19,05/19/2020,31.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,May 14 - May 19,05/19/2020,29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,May 14 - May 19,05/19/2020,35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,May 14 - May 19,05/19/2020,38.8
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,May 14 - May 19,05/19/2020,37.6
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,May 14 - May 19,05/19/2020,28.8
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,May 14 - May 19,05/19/2020,30.6
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,May 14 - May 19,05/19/2020,28.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,May 14 - May 19,05/19/2020,37.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,May 14 - May 19,05/19/2020,28
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,May 14 - May 19,05/19/2020,35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,May 14 - May 19,05/19/2020,33
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,May 14 - May 19,05/19/2020,27.7
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,May 14 - May 19,05/19/2020,33.5
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,May 14 - May 19,05/19/2020,29
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,May 14 - May 19,05/19/2020,34.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,May 14 - May 19,05/19/2020,30.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,May 14 - May 19,05/19/2020,27.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,May 14 - May 19,05/19/2020,35.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,May 14 - May 19,05/19/2020,31.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,May 14 - May 19,05/19/2020,36.2
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,May 14 - May 19,05/19/2020,27
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,May 14 - May 19,05/19/2020,30.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,May 14 - May 19,05/19/2020,36.7
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,May 21 - May 26,05/26/2020,34
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,May 21 - May 26,05/26/2020,39.9
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,May 21 - May 26,05/26/2020,42.6
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,May 21 - May 26,05/26/2020,44.7
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,May 21 - May 26,05/26/2020,43.2
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,May 21 - May 26,05/26/2020,37.8
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,May 21 - May 26,05/26/2020,41.2
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,May 21 - May 26,05/26/2020,34.6
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,May 21 - May 26,05/26/2020,45.2
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,May 21 - May 26,05/26/2020,41.5
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,May 21 - May 26,05/26/2020,37.5
"Delayed Medical Care, Last 4 Weeks",By State,California,California,May 21 - May 26,05/26/2020,41
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,May 21 - May 26,05/26/2020,41.4
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,May 21 - May 26,05/26/2020,43.1
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,May 21 - May 26,05/26/2020,30.7
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,May 21 - May 26,05/26/2020,38.9
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,May 21 - May 26,05/26/2020,40.4
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,May 21 - May 26,05/26/2020,44.3
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,May 21 - May 26,05/26/2020,36.8
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,May 21 - May 26,05/26/2020,34
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,Illinois,May 21 - May 26,05/26/2020,44.1
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,Indiana,May 21 - May 26,05/26/2020,42.7
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,Iowa,May 21 - May 26,05/26/2020,37.2
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,Kansas,May 21 - May 26,05/26/2020,34.2
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,Kentucky,May 21 - May 26,05/26/2020,37.5
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,Louisiana,May 21 - May 26,05/26/2020,46.1
"Delayed Medical Care, Last 4 Weeks",By State,Maine,Maine,May 21 - May 26,05/26/2020,50.9
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,Maryland,May 21 - May 26,05/26/2020,39.5
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,May 21 - May 26,05/26/2020,42.9
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,Michigan,May 21 - May 26,05/26/2020,43.5
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,Minnesota,May 21 - May 26,05/26/2020,41.8
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,Mississippi,May 21 - May 26,05/26/2020,44.9
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,Missouri,May 21 - May 26,05/26/2020,36.3
"Delayed Medical Care, Last 4 Weeks",By State,Montana,Montana,May 21 - May 26,05/26/2020,36.8
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,Nebraska,May 21 - May 26,05/26/2020,37.7
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,Nevada,May 21 - May 26,05/26/2020,38.6
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,May 21 - May 26,05/26/2020,42.7
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,New Jersey,May 21 - May 26,05/26/2020,41.1
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,New Mexico,May 21 - May 26,05/26/2020,40.2
"Delayed Medical Care, Last 4 Weeks",By State,New York,New York,May 21 - May 26,05/26/2020,40.3
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,North Carolina,May 21 - May 26,05/26/2020,42.3
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,North Dakota,May 21 - May 26,05/26/2020,31.2
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,Ohio,May 21 - May 26,05/26/2020,38.4
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,May 21 - May 26,05/26/2020,40.7
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,Oregon,May 21 - May 26,05/26/2020,43.7
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,May 21 - May 26,05/26/2020,40.9
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,May 21 - May 26,05/26/2020,37.9
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,South Carolina,May 21 - May 26,05/26/2020,36.4
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,South Dakota,May 21 - May 26,05/26/2020,35.6
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,Tennessee,May 21 - May 26,05/26/2020,39
"Delayed Medical Care, Last 4 Weeks",By State,Texas,Texas,May 21 - May 26,05/26/2020,39.6
"Delayed Medical Care, Last 4 Weeks",By State,Utah,Utah,May 21 - May 26,05/26/2020,36
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,Vermont,May 21 - May 26,05/26/2020,41.6
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,Virginia,May 21 - May 26,05/26/2020,40.8
"Delayed Medical Care, Last 4 Weeks",By State,Washington,Washington,May 21 - May 26,05/26/2020,40.6
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,West Virginia,May 21 - May 26,05/26/2020,39.9
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,May 21 - May 26,05/26/2020,42.6
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,Wyoming,May 21 - May 26,05/26/2020,40
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,18 - 29 years,May 21 - May 26,05/26/2020,27.2
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,30 - 39 years,May 21 - May 26,05/26/2020,31.2
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,40 - 49 years,May 21 - May 26,05/26/2020,35.4
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,50 - 59 years,May 21 - May 26,05/26/2020,38
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,60 - 69 years,May 21 - May 26,05/26/2020,33.1
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,70 - 79 years,May 21 - May 26,05/26/2020,30.8
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,80 years and above,May 21 - May 26,05/26/2020,34.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,Alabama,May 21 - May 26,05/26/2020,28.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,Alaska,May 21 - May 26,05/26/2020,38.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,Arizona,May 21 - May 26,05/26/2020,36.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,Arkansas,May 21 - May 26,05/26/2020,32.5
"Did Not Get Needed Care, Last 4 Weeks",By State,California,California,May 21 - May 26,05/26/2020,32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,Colorado,May 21 - May 26,05/26/2020,32.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,Connecticut,May 21 - May 26,05/26/2020,33.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,Delaware,May 21 - May 26,05/26/2020,30.7
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,May 21 - May 26,05/26/2020,29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,Florida,May 21 - May 26,05/26/2020,33
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,Georgia,May 21 - May 26,05/26/2020,33.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,Hawaii,May 21 - May 26,05/26/2020,26.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,Idaho,May 21 - May 26,05/26/2020,26.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,Illinois,May 21 - May 26,05/26/2020,35.7
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,Indiana,May 21 - May 26,05/26/2020,33.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,Iowa,May 21 - May 26,05/26/2020,28
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,Kansas,May 21 - May 26,05/26/2020,31.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,Kentucky,May 21 - May 26,05/26/2020,35.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,Louisiana,May 21 - May 26,05/26/2020,38.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,Maine,May 21 - May 26,05/26/2020,38.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,Maryland,May 21 - May 26,05/26/2020,33
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,May 21 - May 26,05/26/2020,33.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,Michigan,May 21 - May 26,05/26/2020,37.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,Minnesota,May 21 - May 26,05/26/2020,32.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,Mississippi,May 21 - May 26,05/26/2020,35.2
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,Missouri,May 21 - May 26,05/26/2020,29.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,Montana,May 21 - May 26,05/26/2020,30.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,Nebraska,May 21 - May 26,05/26/2020,26
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,Nevada,May 21 - May 26,05/26/2020,34.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,May 21 - May 26,05/26/2020,36.7
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,New Jersey,May 21 - May 26,05/26/2020,34
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,New Mexico,May 21 - May 26,05/26/2020,36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,May 21 - May 26,05/26/2020,33.8
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,May 21 - May 26,05/26/2020,31.3
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,May 21 - May 26,05/26/2020,24.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,May 21 - May 26,05/26/2020,27.6
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,May 21 - May 26,05/26/2020,32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,May 21 - May 26,05/26/2020,33.5
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,May 21 - May 26,05/26/2020,32.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,May 21 - May 26,05/26/2020,27.3
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,May 21 - May 26,05/26/2020,29.1
